"employee_id","type_id","phone_number"
"45","4","217-805-8703"
"46","4","216-801-4521"
"47","1","605-976-2340"
"48","1","423-597-8052"
"49","1","205-715-1388"
"50","4","209-549-2944"
"51","1","304-679-3721"
"52","4","803-881-7150"
"53","1","239-771-3624"
"54","4","217-586-7530"
"55","1","212-387-6782"
"56","4","479-480-4851"
"57","1","210-972-5293"
"58","4","319-545-8786"
"59","4","207-663-2657"
"60","4","270-988-2915"
"61","1","236-344-8780"
"62","1","209-783-9721"
"63","4","212-394-4978"
"64","4","304-925-5598"
"65","1","229-337-8967"
"66","4","216-780-5842"
"67","1","308-393-9876"
"68","1","239-934-9658"
"69","1","203-327-3237"
"70","4","405-943-5157"
"71","1","228-699-5987"
"72","4","215-785-4355"
"73","4","314-315-1473"
"74","4","209-405-8173"
"75","1","203-974-4443"
"76","1","803-371-1444"
"77","1","406-325-6056"
"78","4","229-321-7900"
"79","1","479-207-8874"
"80","4","308-713-5184"
"81","4","217-608-1870"
"82","4","239-774-9843"
"83","4","303-709-5417"
"84","1","218-653-2333"
"85","1","308-839-6298"
"86","1","208-670-2013"
"87","1","209-420-2702"
"88","1","252-962-2149"
"89","1","207-219-9223"
"90","4","210-740-4915"
"91","4","208-201-1863"
"92","4","216-533-6389"
"93","4","212-873-3028"
"94","4","225-441-1558"
"95","4","225-841-6532"
"96","4","201-786-9311"
"97","1","406-252-2595"
"98","4","505-756-7449"
"99","4","505-652-2842"
"100","1","236-964-7674"
"101","4","262-831-5307"
"102","4","215-690-0597"
"103","1","209-573-9426"
"104","4","423-237-0735"
"105","1","215-610-1047"
"106","1","406-875-1509"
"107","1","308-967-7418"
"108","1","202-298-0251"
"109","4","505-615-2198"
"110","4","231-568-3194"
"111","1","239-821-0449"
"112","1","319-468-0480"
"113","1","216-996-3642"
"114","4","239-251-1158"
"115","1","212-947-4652"
"116","1","218-390-8180"
"117","4","385-628-2763"
"118","4","209-330-3410"
"119","4","314-685-8660"
"120","4","405-634-2611"
"121","1","229-912-9442"
"122","1","205-736-0458"
"123","1","385-297-3608"
"124","1","225-492-5528"
"125","4","252-674-6064"
"126","1","307-827-5308"
"127","1","405-371-3125"
"128","4","205-886-1190"
"129","4","216-463-7511"
"130","1","209-984-3470"
"131","4","479-220-3347"
"132","4","480-758-6353"
"133","1","480-355-1166"
"134","1","216-614-2951"
"135","4","423-681-2905"
"136","1","217-578-0279"
"137","1","308-651-6910"
"138","4","228-848-4259"
"139","4","262-517-2932"
"140","1","229-440-4721"
"141","4","216-276-7128"
"142","1","203-743-0401"
"143","4","239-418-7061"
"144","1","303-663-3940"
"145","4","303-680-6702"
"146","4","503-680-6885"
"147","4","203-294-1427"
"148","4","239-692-4692"
"149","1","210-938-3016"
"150","4","209-367-1721"
"151","4","239-284-4659"
"152","4","304-395-6236"
"153","1","217-751-5950"
"154","1","209-435-5413"
"155","4","207-652-7891"
"156","4","236-566-0331"
"157","1","479-545-7889"
"158","4","239-340-0973"
"159","4","304-485-4758"
"160","4","215-626-1232"
"161","4","385-870-3716"
"162","4","217-364-3905"
"163","1","252-595-1391"
"164","4","304-317-5697"
"165","4","206-201-0813"
"166","1","701-214-2219"
"167","1","210-921-6422"
"168","1","385-909-2986"
"169","4","229-638-9062"
"170","1","803-622-6422"
"171","4","218-526-0986"
"172","4","316-896-4856"
"173","4","239-707-0848"
"174","1","503-844-9522"
"175","4","479-698-8713"
"176","1","217-498-5564"
"177","1","405-659-1052"
"178","4","240-361-7027"
"179","1","314-349-5739"
"180","1","303-758-1868"
"181","1","218-969-7057"
"182","4","479-681-6945"
"183","1","209-717-0696"
"184","4","225-945-3027"
"185","4","339-436-8747"
"186","4","217-635-9784"
"187","1","423-565-4714"
"188","1","808-855-0797"
"189","4","231-487-8504"
"190","4","240-679-8550"
"384","4","236-498-2660"
"1196","4","216-212-5302"
"932","4","203-444-0860"
"363","1","262-897-8789"
"1109","4","203-379-2197"
"992","4","217-996-1053"
"1020","1","240-924-3084"
"661","1","219-263-7129"
"521","4","231-623-8658"
"812","4","217-628-4834"
"236","4","406-926-8002"
"1146","4","209-783-8036"
"658","1","219-585-9418"
"692","1","215-231-7498"
"979","1","803-813-0080"
"206","4","209-623-2656"
"387","1","270-236-4380"
"86","1","225-605-8032"
"253","1","405-803-3376"
"1158","1","239-516-4065"
"729","4","270-259-5814"
"521","4","304-372-5713"
"962","4","212-493-9079"
"150","4","314-849-5861"
"733","4","225-679-0482"
"222","1","262-441-9745"
"124","4","303-480-4274"
"288","1","212-785-8094"
"578","1","236-318-1920"
"502","4","262-653-8178"
"920","4","217-317-8284"
"897","4","802-949-6096"
"1002","4","252-432-2412"
"469","1","209-403-4427"
"1078","1","319-871-0169"
"469","1","219-354-9595"
"465","1","505-331-1281"
"507","1","206-217-6341"
"912","1","212-837-4514"
"445","4","215-741-0754"
"946","1","262-809-1593"
"1177","1","229-598-6148"
"330","1","210-942-2967"
"890","4","201-574-1348"
"926","4","209-400-1791"
"460","1","702-301-7912"
"220","4","308-971-2586"
"478","4","217-824-9335"
"940","4","205-876-9526"
"886","1","210-785-7027"
"1089","1","209-365-3189"
"919","4","270-347-9568"
"892","1","304-950-4384"
"701","4","303-676-7107"
"298","4","319-960-5075"
"1091","4","701-949-7643"
